X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone
-93.240943,44.9637020000001,24,Northrop,2022-2023,4,271123316405,1/6/23 12:00 AM,12:37 PM,1/6/23 12:37 PM,905 22ND AVE S,44.963702,-93.240943,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.240953,44.9635620000001,25,Northrop,2022-2023,4,271123316404,1/6/23 12:00 AM,12:34 PM,1/6/23 12:34 PM,907 22ND AVE S,44.963562,-93.240953,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.2409249999999,44.9634980000001,26,Northrop,2022-2023,4,271123316403,1/6/23 12:00 AM,12:34 PM,1/6/23 12:34 PM,909 22ND AVE S,44.963498,-93.240925,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.240934,44.9634270000001,27,Northrop,2022-2023,4,271123316402,1/6/23 12:00 AM,12:33 PM,1/6/23 12:33 PM,911 22ND AVE S,44.963427,-93.240934,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.2409289999999,44.9633480000001,28,Northrop,2022-2023,4,271123316401,1/6/23 12:00 AM,12:32 PM,1/6/23 12:32 PM,913 22ND AVE S,44.963348,-93.240929,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.239275,44.9593330000001,29,Northrop,2022-2023,4,271123316400,1/6/23 12:00 AM,12:25 PM,1/6/23 12:25 PM,2321 23RD AVE S,44.959333,-93.239275,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.237722,44.9619920000001,30,Northrop,2022-2023,4,271123316399,1/6/23 12:00 AM,12:16 PM,1/6/23 12:16 PM,2021 24TH AVE S,44.961992,-93.237722,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.237742,44.962137,31,Northrop,2022-2023,4,271123316398,1/6/23 12:00 AM,12:14 PM,1/6/23 12:14 PM,2013 24TH AVE S,44.962137,-93.237742,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.237786,44.962996,32,Northrop,2022-2023,4,271123316397,1/6/23 12:00 AM,12:11 PM,1/6/23 12:11 PM,929 24TH AVE S,44.962996,-93.237786,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.237747,44.963333,33,Northrop,2022-2023,4,271123316396,1/6/23 12:00 AM,12:08 PM,1/6/23 12:08 PM,917 24TH AVE S,44.963333,-93.237747,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.2377549999999,44.9635060000001,34,Northrop,2022-2023,4,271123316395,1/6/23 12:00 AM,12:07 PM,1/6/23 12:07 PM,911 24TH AVE S,44.963506,-93.237755,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.236208,44.9593560000001,35,Northrop,2022-2023,4,271123316394,1/6/23 12:00 AM,12:02 PM,1/6/23 12:02 PM,2329 25TH AVE S,44.959356,-93.236208,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.232986,44.966128,36,Northrop,2022-2023,4,271123316393,1/6/23 12:00 AM,11:43 AM,1/6/23 11:43 AM,725 27TH AVE S,44.966128,-93.232986,478.1000(c),Snow emergency parking restrictions - odd number address,2,Cedar Riverside,University,3,4
-93.2329999999999,44.965875,37,Northrop,2022-2023,4,271123316392,1/6/23 12:00 AM,11:42 AM,1/6/23 11:42 AM,725 27TH AVE S,44.965875,-93.233,478.1000(c),Snow emergency parking restrictions - odd number address,2,Cedar Riverside,University,3,4
-93.2329819999999,44.965694,38,Northrop,2022-2023,4,271123316391,1/6/23 12:00 AM,11:41 AM,1/6/23 11:41 AM,729 27TH AVE S,44.965694,-93.232982,478.1000(c),Snow emergency parking restrictions - odd number address,2,Cedar Riverside,University,3,4
-93.255881,44.96777,39,Northrop,2022-2023,4,271123316390,1/6/23 12:00 AM,9:41 AM,1/6/23 9:41 AM,823 13TH AVE S,44.96777,-93.255881,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-93.259595,44.9684590000001,40,Northrop,2022-2023,4,271123316389,1/6/23 12:00 AM,9:27 AM,1/6/23 9:27 AM,1415 10TH AVE S,44.968459,-93.259595,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-93.265528,44.967183,41,Northrop,2022-2023,4,271123316388,1/6/23 12:00 AM,9:19 AM,1/6/23 9:19 AM,629 16TH ST E,44.967183,-93.265528,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-93.2656049999999,44.967138,42,Northrop,2022-2023,4,271123316387,1/6/23 12:00 AM,9:16 AM,1/6/23 9:16 AM,625 16TH ST E,44.967138,-93.265605,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-93.268762,44.9689050000001,43,Northrop,2022-2023,4,271123316386,1/6/23 12:00 AM,9:02 AM,1/6/23 9:02 AM,505 14TH ST E,44.968905,-93.268762,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-93.282858,44.965356,44,Northrop,2022-2023,4,271123316385,1/6/23 12:00 AM,8:48 AM,1/6/23 8:48 AM,125 CLIFTON AVE,44.965356,-93.282858,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.2809339999999,44.9689890000001,45,Northrop,2022-2023,4,271123316384,1/6/23 12:00 AM,8:36 AM,1/6/23 8:36 AM,1365 SPRUCE PLACE,44.968989,-93.280934,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.280883,44.9690890000001,46,Northrop,2022-2023,4,271123316383,1/6/23 12:00 AM,8:35 AM,1/6/23 8:35 AM,1363 SPRUCE PLACE,44.969089,-93.280883,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.280762,44.9692220000001,47,Northrop,2022-2023,4,271123316382,1/6/23 12:00 AM,8:34 AM,1/6/23 8:34 AM,1361 SPRUCE PLACE,44.969222,-93.280762,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.280826,44.969318,48,Northrop,2022-2023,4,271123316381,1/6/23 12:00 AM,8:32 AM,1/6/23 8:32 AM,1359 SPRUCE PLACE,44.969318,-93.280826,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.280862,44.968934,49,Northrop,2022-2023,4,271123316379,1/6/23 12:00 AM,8:28 AM,1/6/23 8:28 AM,1367 SPRUCE PLACE,44.968934,-93.280862,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.2808919999999,44.968896,50,Northrop,2022-2023,4,271123316378,1/6/23 12:00 AM,8:25 AM,1/6/23 8:25 AM,1369 SPRUCE PLACE,44.968896,-93.280892,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.2807999999999,44.966751,51,Northrop,2022-2023,4,271123316377,1/6/23 12:00 AM,8:22 AM,1/6/23 8:22 AM,1515 SPRUCE PLACE,44.966751,-93.2808,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.2808459999999,44.9665160000001,52,Northrop,2022-2023,4,271123316376,1/6/23 12:00 AM,8:20 AM,1/6/23 8:20 AM,1531 SPRUCE PLACE,44.966516,-93.280846,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.281415,44.9688650000001,53,Northrop,2022-2023,4,271123316375,1/6/23 12:00 AM,8:10 AM,1/6/23 8:10 AM,201 14TH ST W,44.968865,-93.281415,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-93.2425919999999,44.9606180000001,54,Northrop,2022-2023,4,271123316374,1/5/23 12:00 AM,1:55 PM,1/5/23 1:55 PM,2208 21ST AVE S,44.960618,-93.242592,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.24259,44.96113,55,Northrop,2022-2023,4,271123316373,1/5/23 12:00 AM,1:51 PM,1/5/23 1:51 PM,2129 21ST AVE S,44.96113,-93.24259,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.24256,44.9614580000001,56,Northrop,2022-2023,4,271123316372,1/5/23 12:00 AM,1:49 PM,1/5/23 1:49 PM,2125 21ST AVE S,44.961458,-93.24256,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242555,44.9615430000001,57,Northrop,2022-2023,4,271123316371,1/5/23 12:00 AM,1:46 PM,1/5/23 1:46 PM,2123 21ST AVE S,44.961543,-93.242555,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242542,44.9616990000001,58,Northrop,2022-2023,4,271123316370,1/5/23 12:00 AM,1:46 PM,1/5/23 1:46 PM,2121 21ST AVE S,44.961699,-93.242542,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242561,44.9618300000001,59,Northrop,2022-2023,4,271123316369,1/5/23 12:00 AM,1:44 PM,1/5/23 1:44 PM,2100 21ST AVE S,44.96183,-93.242561,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242567,44.9620200000001,60,Northrop,2022-2023,4,271123316368,1/5/23 12:00 AM,1:40 PM,1/5/23 1:40 PM,2020 21ST AVE S,44.96202,-93.242567,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242532,44.962069,61,Northrop,2022-2023,4,271123316367,1/5/23 12:00 AM,1:39 PM,1/5/23 1:39 PM,2016 21ST AVE S,44.962069,-93.242532,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242537,44.962097,62,Northrop,2022-2023,4,271123316366,1/5/23 12:00 AM,1:37 PM,1/5/23 1:37 PM,2014 21ST AVE S,44.962097,-93.242537,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.24253,44.963059,63,Northrop,2022-2023,4,271123316365,1/5/23 12:00 AM,1:30 PM,1/5/23 1:30 PM,924 21ST AVE S,44.963059,-93.24253,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2425279999999,44.9634140000001,64,Northrop,2022-2023,4,271123316364,1/5/23 12:00 AM,1:27 PM,1/5/23 1:27 PM,912 21ST AVE S,44.963414,-93.242528,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242552,44.9637210000001,65,Northrop,2022-2023,4,271123316363,1/5/23 12:00 AM,1:25 PM,1/5/23 1:25 PM,906 21ST AVE S,44.963721,-93.242552,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240912,44.9603260000001,66,Northrop,2022-2023,4,271123316362,1/5/23 12:00 AM,1:13 PM,1/5/23 1:13 PM,2214 22ND AVE S,44.960326,-93.240912,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240931,44.9612230000001,67,Northrop,2022-2023,4,271123316361,1/5/23 12:00 AM,1:08 PM,1/5/23 1:08 PM,2118 22ND AVE S,44.961223,-93.240931,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240911,44.961848,68,Northrop,2022-2023,4,271123316360,1/5/23 12:00 AM,1:06 PM,1/5/23 1:06 PM,2020 22ND AVE S,44.961848,-93.240911,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.24094,44.962,69,Northrop,2022-2023,4,271123316359,1/5/23 12:00 AM,1:04 PM,1/5/23 1:04 PM,2006 22ND AVE S,44.962,-93.24094,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240955,44.9623130000001,70,Northrop,2022-2023,4,271123316358,1/5/23 12:00 AM,1:02 PM,1/5/23 1:02 PM,2006 22ND AVE S,44.962313,-93.240955,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240988,44.9631690000001,71,Northrop,2022-2023,4,271123316357,1/5/23 12:00 AM,12:57 PM,1/5/23 12:57 PM,918 22ND AVE S,44.963169,-93.240988,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2409699999999,44.96311,72,Northrop,2022-2023,4,271123316356,1/5/23 12:00 AM,12:56 PM,1/5/23 12:56 PM,920 22ND AVE S,44.96311,-93.24097,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.240957,44.9640000000001,73,Northrop,2022-2023,4,271123316355,1/5/23 12:00 AM,12:51 PM,1/5/23 12:51 PM,922 22ND AVE S,44.964,-93.240957,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.237766,44.9630690000001,74,Northrop,2022-2023,4,271123316354,1/5/23 12:00 AM,12:44 PM,1/5/23 12:44 PM,922 24TH AVE S,44.963069,-93.237766,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.237804,44.96394,75,Northrop,2022-2023,4,271123316353,1/5/23 12:00 AM,12:40 PM,1/5/23 12:40 PM,900 24TH AVE S,44.96394,-93.237804,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236204,44.960517,76,Northrop,2022-2023,4,271123316352,1/5/23 12:00 AM,12:26 PM,1/5/23 12:26 PM,2214 25TH AVE S,44.960517,-93.236204,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236193,44.9625060000001,77,Northrop,2022-2023,4,271123316351,1/5/23 12:00 AM,12:23 PM,1/5/23 12:23 PM,2004 25TH AVE S,44.962506,-93.236193,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.23624,44.9626280000001,78,Northrop,2022-2023,4,271123316350,1/5/23 12:00 AM,12:22 PM,1/5/23 12:22 PM,2002 25TH AVE S,44.962628,-93.23624,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236202,44.962636,79,Northrop,2022-2023,4,271123316349,1/5/23 12:00 AM,12:21 PM,1/5/23 12:21 PM,2000 25TH AVE S,44.962636,-93.236202,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.23618,44.9630470000001,80,Northrop,2022-2023,4,271123316348,1/5/23 12:00 AM,12:19 PM,1/5/23 12:19 PM,916 25TH AVE S,44.963047,-93.23618,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236212,44.9630310000001,81,Northrop,2022-2023,4,271123316347,1/5/23 12:00 AM,12:16 PM,1/5/23 12:16 PM,914 25TH AVE S,44.963031,-93.236212,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236248,44.9633040000001,82,Northrop,2022-2023,4,271123316346,1/5/23 12:00 AM,12:13 PM,1/5/23 12:13 PM,912 25TH AVE S,44.963304,-93.236248,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.23303,44.966101,83,Northrop,2022-2023,4,271123316345,1/5/23 12:00 AM,11:40 AM,1/5/23 11:40 AM,708 27TH AVE S,44.966101,-93.23303,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.2330449999999,44.9657310000001,84,Northrop,2022-2023,4,271123316344,1/5/23 12:00 AM,11:38 AM,1/5/23 11:38 AM,728 27TH AVE S,44.965731,-93.233045,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.2330019999999,44.965518,85,Northrop,2022-2023,4,271123316343,1/5/23 12:00 AM,11:35 AM,1/5/23 11:35 AM,730 27TH AVE S,44.965518,-93.233002,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.22641,44.963111,86,Northrop,2022-2023,4,271123316342,1/5/23 12:00 AM,11:18 AM,1/5/23 11:18 AM,942 FRANKLIN TER,44.963111,-93.22641,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.226461,44.963222,87,Northrop,2022-2023,4,271123316341,1/5/23 12:00 AM,11:16 AM,1/5/23 11:16 AM,940 FRANKLIN TER,44.963222,-93.226461,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2610759999999,44.967832,88,Northrop,2022-2023,4,271123316340,1/5/23 12:00 AM,10:04 AM,1/5/23 10:04 AM,1500 ELLIOT AVE,44.967832,-93.261076,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.255825,44.9673050000001,89,Northrop,2022-2023,4,271123316339,1/5/23 12:00 AM,9:56 AM,1/5/23 9:56 AM,1312 9TH ST S,44.967305,-93.255825,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.2632,44.9671740000001,90,Northrop,2022-2023,4,271123316338,1/5/23 12:00 AM,9:46 AM,1/5/23 9:46 AM,734 16TH ST E,44.967174,-93.2632,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.263278,44.9671240000001,91,Northrop,2022-2023,4,271123316337,1/5/23 12:00 AM,9:42 AM,1/5/23 9:42 AM,730 16TH ST E,44.967124,-93.263278,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.267324,44.9671930000001,92,Northrop,2022-2023,4,271123316336,1/5/23 12:00 AM,9:35 AM,1/5/23 9:35 AM,600 16TH ST E,44.967193,-93.267324,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.2673139999999,44.9672120000001,93,Northrop,2022-2023,4,271123316335,1/5/23 12:00 AM,9:36 AM,1/5/23 9:36 AM,602 16TH ST E,44.967212,-93.267314,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-93.268136,44.9689900000001,94,Northrop,2022-2023,4,271123316333,1/5/23 12:00 AM,9:27 AM,1/5/23 9:27 AM,522 14TH ST E,44.96899,-93.268136,478.1000(b),Snow emergency parking restrictions - even number address,7,Elliot Park,Central,2,3
-93.268298,44.969008,95,Northrop,2022-2023,4,271123316332,1/5/23 12:00 AM,9:25 AM,1/5/23 9:25 AM,512 14TH ST E,44.969008,-93.268298,478.1000(b),Snow emergency parking restrictions - even number address,7,Elliot Park,Central,2,3
-93.2685279999999,44.969054,96,Northrop,2022-2023,4,271123316331,1/5/23 12:00 AM,9:24 AM,1/5/23 9:24 AM,506 14TH ST E,44.969054,-93.268528,478.1000(b),Snow emergency parking restrictions - even number address,7,Elliot Park,Central,2,3
-93.26859,44.9690420000001,97,Northrop,2022-2023,4,271123316330,1/5/23 12:00 AM,9:20 AM,1/5/23 9:20 AM,502 14TH ST E,44.969042,-93.26859,478.1000(b),Snow emergency parking restrictions - even number address,7,Elliot Park,Central,2,3
-93.284885,44.966435,98,Northrop,2022-2023,4,271123316329,1/5/23 12:00 AM,9:09 AM,1/5/23 9:09 AM,308 CLIFTON AVE,44.966435,-93.284885,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.279029,44.9663800000001,99,Northrop,2022-2023,4,271123316328,1/5/23 12:00 AM,8:55 AM,1/5/23 8:55 AM,24 OAK GROVE ST,44.96638,-93.279029,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.278814,44.966392,100,Northrop,2022-2023,4,271123316327,1/5/23 12:00 AM,8:53 AM,1/5/23 8:53 AM,14 OAK GROVE ST,44.966392,-93.278814,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.2807569999999,44.9695390000001,101,Northrop,2022-2023,4,271123316326,1/5/23 12:00 AM,8:49 AM,1/5/23 8:49 AM,1352 SPRUCE PLACE,44.969539,-93.280757,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.280728,44.969521,102,Northrop,2022-2023,4,271123316325,1/5/23 12:00 AM,8:46 AM,1/5/23 8:46 AM,1356 SPRUCE PLACE,44.969521,-93.280728,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.280818,44.9694950000001,103,Northrop,2022-2023,4,271123316324,1/5/23 12:00 AM,8:45 AM,1/5/23 8:45 AM,1358 SPRUCE PLACE,44.969495,-93.280818,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.280841,44.969436,104,Northrop,2022-2023,4,271123316323,1/5/23 12:00 AM,8:45 AM,1/5/23 8:45 AM,1360 SPRUCE PLACE,44.969436,-93.280841,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.2808199999999,44.9683470000001,105,Northrop,2022-2023,4,271123316322,1/5/23 12:00 AM,8:40 AM,1/5/23 8:40 AM,1422 SPRUCE PLACE,44.968347,-93.28082,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
-93.280836,44.968194,106,Northrop,2022-2023,4,271123316321,1/5/23 12:00 AM,8:38 AM,1/5/23 8:38 AM,1422 SPRUCE PLACE,44.968194,-93.280836,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3
